duration,resolution_status,issue_category,csat,bot_effectiveness,transfer_reason,friction_points,summary_text,sentiment
6,Abandoned by User,Other,,Low,None,None,"The customer began a support interaction, but their issue was not stated in the available transcript. No resolution occurred as the conversation did not proceed beyond the greeting.",Negative
148,,,,,,,,Neutral
117,Transferred to Human,Shipping Delay,2.0,Medium,Policy restriction (Human required),Customer expressed distress and repeated concerns about threatening delivery agent behavior; issue could not be fully resolved due to off-hours transfer limitation.,"The customer reported a serious issue with delayed delivery and threatening behavior from the delivery agent, requesting a refund and strict action. The call was transferred via WhatsApp to a senior team due to non-office hours, leaving the issue unresolved but with acknowledgment from the bot.",Negative
73,Transferred to Human,Refund,2.0,Medium,Policy restriction (Human required),Language barrier and inability to process refund outside office hours,"The customer wanted assistance regarding a refund that had not been received. The issue was not resolved by the bot and was transferred for human follow-up due to non-office hours, leaving the customer without immediate resolution.",Neutral
46,Abandoned by User,Other,3.0,Low,None,Bot repeated 'Should I continue?' without progressing the conversation,The customer attempted to confirm audio clarity and did not raise any order-related issue. The conversation did not progress to a resolution as no support action was taken and the customer’s satisfaction is unknown.,Negative
207,Transferred to Human,Shipping Delay,3.0,Medium,Policy restriction (Human required),Communication difficulties at the start; customer frustration due to blocked delivery agent and unavailability of senior team.,"The customer’s primary issue was a failed delivery where the delivery agent blocked their number. The case was transferred to human support due to non-office hours, and the customer appeared neutral but slightly inconvenienced.",Negative
205,Resolved by Bot,Order Tracking,5.0,High,None,Minor confusion initially about order booking and delay notifications.,"The customer was confused about receiving multiple WhatsApp messages regarding her order status and wanted clarity on why her order appeared delayed. The bot explained the tracking information, confirmed the order was in transit, and the customer expressed satisfaction and thanked the agent.",Neutral
79,Resolved by Bot,Order Tracking,5.0,High,None,None,,Neutral
230,Resolved by Bot,Order Tracking,4.0,High,None,Minor confusion over payment amount before clarification,"The customer wanted to know the delivery status and payment details for their recent order. The bot explained the dispatch timeline and clarified the pricing, resolving the issue with moderate satisfaction.",Negative
22,Unknown,Unknown,,Unknown,None,None,"No customer issue was presented as the transcript is empty. Therefore, no resolution or satisfaction level can be determined.",Negative
155,Resolved by Bot,Shipping Delay,5.0,High,None,"Initial confusion due to language switching and unclear user sentences, but resolved smoothly","The customer was concerned about a delivery delay for their order and wanted confirmation of the exact delivery date. The assistant provided tracking details via WhatsApp, explained the possible date changes, and the customer expressed full satisfaction.",Positive
18,Abandoned by User,Other,1.0,Low,None,User did not engage and no issue was identified,The customer did not state any issue or concern. The interaction ended without resolution as the user did not respond.,Negative
